House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
3912,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO5XA,P 4 BEARMONT RD,3912 BEARMONT RD,
3912,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO83C,P 3E2 BRADLEY RD,4011 BEARMONT RD,
3932,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7TA,P 3 BEARMONT RD,3932 BEARMONT RD,
3935,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8XW,P 3E2 BRADLEY RD,3935 BEARMONT RD,
3939,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,0000SARXW6,P 3E2 BRADLEY RD,3939 BEARMONT RD,
3950,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8IY,P 3E2 BRADLEY RD,3950 BEARMONT RD,
4000,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7TH,P 3E2 BRADLEY RD,4000 BEARMONT RD,
4010,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO6AR,P 3E4 1-2 BRADLEY RD,4010 BEARMONT RD,
4030,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7C9,P 3E3 BRADLEY RD,4030 BEARMONT RD,
4050,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO81N,P 3E3 BRADLEY RD,4050 BEARMONT RD,
4053,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00010WQ2MJ,P 3E4 BRADLEY RD,4053 BEARMONT RD,
4053,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00010WQ2MJ,,4053 BEARMONT RD,
4061,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO6U0,P 3E4 BRADLEY RD,4061 BEARMONT RD,
4071,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO9IC,P 3E5S2 BRADLEY RD,4071 BEARMONT RD,
4075,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO3O4,P 3E5S3 BRADLEY RD,4075 BEARMONT RD,
4083,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KOA1Y,P 3E5S1 BRADLEY RD,4083 BEARMONT RD,
4085,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO9IY,P 3E5S2 BRADLEY RD,4085 BEARMONT RD,
4089,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7YI,P 3E5S2 BRADLEY RD,4089 BEARMONT RD,
4093,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO9RM,PED 80 HIGHWAY 82 E,4093 BEARMONT RD,
4101,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO6JN,PED 80 HIGHWAY 82 E,4101 BEARMONT RD,
4200,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO3O1,P 3E5S2 BRADLEY RD,4200 BEARMONT RD,
4303,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO8KC,P 77E3 1-2 S1 BRADLEY RD,4303 SHERWOOD FOREST,
4311,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO7LL,F 7 SHERWOOD FOREST,4311 SHERWOOD FOREST,
4312,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO923,F 11 SHERWOOD FOREST,4312 SHERWOOD FOREST,
4314,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO6G3,F 11 SHERWOOD FOREST,4314 SHERWOOD FOREST,
4315,BEARMONT RD,DUNCANVILLE,35456,,,,,,,350202,00000KO91R,P 3E3 BRADLEY RD,4315 BEARMONT RD,
4316,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO4KB,F 15 SHERWOOD FOREST,4316 SHERWOOD FOREST,
4322,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO90S,F 19 SHERWOOD FOREST,4322 SHERWOOD FOREST,
4324,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO90N,F 19 SHERWOOD FOREST,4324 SHERWOOD FOREST,
4326,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO8AS,F 19 SHERWOOD FOREST,4326 SHERWOOD FOREST,
4328,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO49R,F 15 SHERWOOD FOREST,4328 SHERWOOD FOREST,
4330,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO8TK,F 15 SHERWOOD FOREST,4330 SHERWOOD FOREST,
4333,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO6Z8,F 7 SHERWOOD FOREST,4333 SHERWOOD FOREST,
4334,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO7BP,P 77E3 1-2 S3 BRADLEY RD,4334 SHERWOOD FOREST,
4335,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO8XO,P 77E3 1-2 S2 BRADLEY RD,4335 SHERWOOD FOREST,
4336,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO9RX,P 77E3 1-2 S2 BRADLEY RD,4336 SHERWOOD FOREST,
4338,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO72B,P 77E3 1-2 S2 BRADLEY RD,4338 SHERWOOD FOREST,
4340,SHERWOOD FOREST,DUNCANVILLE,35456,,,,,,,350202,00000KO7JN,P 77E3 1-2 S1 BRADLEY RD,4340 SHERWOOD FOREST,
7508,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7HF,PED 77E9 HIGHWAY 82 E,7508 BRADLEY RD,
7511,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO6U4,PED 77E10 HIGHWAY 82 E,7511 BRADLEY RD,
7516,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8K6,PED 77E9 HIGHWAY 82 E,7516 BRADLEY RD,
7520,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO5HZ,PED 77E10 HIGHWAY 82 E,7520 BRADLEY RD,
7525,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO44R,PED 77E10 HIGHWAY 82 E,7525 BRADLEY RD,
7526,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7BA,PED 77E10 HIGHWAY 82 E,7526 BRADLEY RD,
7530,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO5X0,PED 77E8 HIGHWAY 82 E,7530 BRADLEY RD,
7555,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KOAD0,PED 77E10 HIGHWAY 82 E,7555 BRADLEY RD,
7558,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO4T9,PED 77E8 HIGHWAY 82 E,7558 BRADLEY RD,
7611,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO91V,PED 77E8 HIGHWAY 82 E,7611 BRADLEY RD,
7621,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO81J,PED 77E8 HIGHWAY 82 E,7621 BRADLEY RD,
7703,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO4JB,PED 77E7 HIGHWAY 82 E,7703 BRADLEY RD,
7710,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO59V,PED 77E8 HIGHWAY 82 E,7710 BRADLEY RD,
7801,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO4FS,PED 77E7 HIGHWAY 82 E,7801 BRADLEY RD,
7830,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO913,PED 77E6 HIGHWAY 82 E,7830 BRADLEY RD,
7920,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO5SI,PED 77E5 HIGHWAY 82 E,7920 BRADLEY RD,
7925,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8SK,PED 77E5 HIGHWAY 82 E,7925 BRADLEY RD,
8001,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO81H,PED 77E4 HIGHWAY 82 E,8001 BRADLEY RD,
8211,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7KB,PED 77E3 HIGHWAY 82 E,8211 BRADLEY RD,Y
8235,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO82O,P 77E1S5 HIGHWAY 82 E,8235 BRADLEY RD,
8265,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO4KI,P 77E1S5 HIGHWAY 82 E,8265 BRADLEY RD,
8301,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8AW,PED 77E2 HIGHWAY 82 E,8301 BRADLEY RD,
8318,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO3UG,PED 77E2 HIGHWAY 82 E,8318 BRADLEY RD,
8330,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8XY,PED 77E1 HIGHWAY 82 E,8330 BRADLEY RD,
8331,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO3OR,P 77E1S4 HIGHWAY 82 E,8331 BRADLEY RD,
8341,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KOA00,P 77E1S3 HIGHWAY 82 E,8341 BRADLEY RD,
8400,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO6GN,P 15W2N10 BEARMONT RD,8400 ARGONNE FOREST DR,
8402,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO9JQ,P 15W2N10W3 BEARMONT RD,8402 ARGONNE FOREST DR,
8402,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO82J,P 77E1S2 HIGHWAY 82 E,8402 BRADLEY RD,
8404,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO4GI,P 15W2N10W3 BEARMONT RD,8404 ARGONNE FOREST DR,
8405,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO7T3,P 77E1S5 HIGHWAY 82 E,8405 BRADLEY RD,
8419,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO41V,P 77E1S3 HIGHWAY 82 E,8419 BRADLEY RD,
8420,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8JX,P 77E1S2 HIGHWAY 82 E,8420 BRADLEY RD,
8421,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO7CD,P 15W2N10 BEARMONT RD,8421 ARGONNE FOREST DR,
8430,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KOA9Z,P 15W2N9 1-2 BEARMONT RD,8430 ARGONNE FOREST DR,
8431,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO9IK,P 15W2N9 1-2 BEARMONT RD,8431 ARGONNE FOREST DR,
8501,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO9K7,P 77E1S4 HIGHWAY 82 E,8501 BRADLEY RD,
8515,BRADLEY RD,DUNCANVILLE,35456,,,,,,,350202,00000KO9WP,PED 80 HIGHWAY 82 E,8515 BRADLEY RD,
8531,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO6GE,PED 8W8 BEARMONT RD,8531 ARGONNE FOREST DR,
8532,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO4B2,P 15W2N7 BEARMONT RD,8532 ARGONNE FOREST DR,
8601,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO9J9,P 15W2N6 BEARMONT RD,8601 ARGONNE FOREST DR,
8602,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO8HA,P 15W2N6 BEARMONT RD,8602 ARGONNE FOREST DR,
8619,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO4IA,P 15W2N6 BEARMONT RD,8619 ARGONNE FOREST DR,
8620,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO6GU,P 15W2N6 BEARMONT RD,8620 ARGONNE FOREST DR,
8646,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO3OP,PED 8W5 BEARMONT RD,8646 SOUTHRIDGE RD,
8700,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KOACZ,PED 8W5 BEARMONT RD,8700 SOUTHRIDGE RD,
8701,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO421,P 15W2N5 1-2 BEARMONT RD,8701 ARGONNE FOREST DR,
8704,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO6JO,P 15W2N5 1-2 BEARMONT RD,8704 ARGONNE FOREST DR,
8705,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO6ZD,P 15W2N5 1-2 BEARMONT RD,8705 ARGONNE FOREST DR,
8709,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO3O6,P 15W2N5 1-2 BEARMONT RD,8709 ARGONNE FOREST DR,
8719,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO5I2,PED 8W6 BEARMONT RD LOT 6,8719 SOUTHRIDGE RD,
8726,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO629,P 15N2N5 BEARMONT RD,8726 ARGONNE FOREST DR,
8726,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8L7,PED 8W6 BEARMONT RD LOT 6,8726 SOUTHRIDGE RD,
8734,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO44O,P 15N2N5 BEARMONT RD,8734 ARGONNE FOREST DR,
8787,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KOACB,PED 8W6 BEARMONT RD LOT 6,8787 SOUTHRIDGE RD,
8800,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO4TR,PED 8W6 BEARMONT RD LOT 6,8800 SOUTHRIDGE RD,
8805,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8AP,PED 8W7 BEARMONT RD,8805 SOUTHRIDGE RD,
8809,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KOA9B,PED 8W7 BEARMONT RD,8809 SOUTHRIDGE RD,
8811,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO9RU,PED 8W7 BEARMONT RD,8811 SOUTHRIDGE RD,
8821,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO42Q,PED 8W7 BEARMONT RD,8821 SOUTHRIDGE RD,
8830,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8KL,PED 8W7 BEARMONT RD,8830 SOUTHRIDGE RD,
8831,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KOA06,PED 8W7 BEARMONT RD,8831 SOUTHRIDGE RD,
8841,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO8GY,PED 8W7 BEARMONT RD,8841 SOUTHRIDGE RD,
8915,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO44U,P 15W2N1 BEARMONT RD,8915 ARGONNE FOREST DR,
8916,ARGONNE FOREST DR,DUNCANVILLE,35456,,,,,,,350202,00000KO819,P 15W2N2 BEARMONT RD,8916 ARGONNE FOREST DR,
8921,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO91O,PED 8W7 1-2 BEARMONT RD,8921 SOUTHRIDGE RD,
8925,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO49N,PED 8W7 1-2 BEARMONT RD,8925 SOUTHRIDGE RD,
8970,SOUTHRIDGE RD,DUNCANVILLE,35456,,,,,,,350202,00000KO4A4,PED 8W7 1-2 BEARMONT RD,8970 SOUTHRIDGE RD,
9025,SOUTHRIDGE RD,DUNCANVILLE,35456,LOT,E,,,,,350202,00000KO8SG,PED 8W8 BEARMONT RD,9025 SOUTHRIDGE RD LOT E,
