House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
"6524","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VO8""","6504 NW 70TH AV","6524 NW 70TH AV",""
"6525","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RYL""","6505 NW 70TH AV","6525 NW 70TH AV",""
"6526","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V5V""","6504 NW 70TH AV","6526 NW 70TH AV",""
"6527","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4S0A""","6505 NW 70TH AV","6527 NW 70TH AV",""
"6527","NW 70TH AV","TMRC","33321","","","","","BLDG","CLUBHSE","310213","=""00000T4ELV""","6755 NW 70TH AV","6527 NW 70TH AV     BLDG CLUBHSE",""
"6528","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4YNQ""","6504 NW 70TH AV","6528 NW 70TH AV",""
"6529","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4PNA""","6529 NW 70TH AV","6529 NW 70TH AV",""
"6530","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V2V""","6504 NW 70TH AV","6530 NW 70TH AV",""
"6531","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4CZD""","6529 NW 70TH AV","6531 NW 70TH AV",""
"6532","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4MUE""","6504 NW 70TH AV","6532 NW 70TH AV",""
"6533","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VG1""","6529 NW 70TH AV","6533 NW 70TH AV",""
"6534","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4K37""","6504 NW 70TH AV","6534 NW 70TH AV",""
"6535","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4MVY""","6529 NW 70TH AV","6535 NW 70TH AV",""
"6536","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4W7G""","6504 NW 70TH AV","6536 NW 70TH AV",""
"6537","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RX8""","6529 NW 70TH AV","6537 NW 70TH AV",""
"6538","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4HE2""","6504 NW 70TH AV","6538 NW 70TH AV",""
"6539","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Y5F""","6529 NW 70TH AV","6539 NW 70TH AV",""
"6540","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4UZX""","6504 NW 70TH AV","6540 NW 70TH AV",""
"6541","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4S56""","6529 NW 70TH AV","6541 NW 70TH AV",""
"6542","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Z37""","6504 NW 70TH AV","6542 NW 70TH AV",""
"6543","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4C4E""","6529 NW 70TH AV","6543 NW 70TH AV",""
"6544","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OS9""","6546 NW 70TH AV","6544 NW 70TH AV",""
"6546","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4SB2""","6546 NW 70TH AV","6546 NW 70TH AV",""
"6547","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4LSU""","6529 NW 70TH AV","6547 NW 70TH AV",""
"6548","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OVW""","6546 NW 70TH AV","6548 NW 70TH AV",""
"6549","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4IKE""","6529 NW 70TH AV","6549 NW 70TH AV",""
"6550","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4M9S""","6546 NW 70TH AV","6550 NW 70TH AV",""
"6551","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4JTX""","6529 NW 70TH AV","6551 NW 70TH AV",""
"6552","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4T2C""","6546 NW 70TH AV","6552 NW 70TH AV",""
"6553","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4YBC""","6529 NW 70TH AV","6553 NW 70TH AV",""
"6554","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4NBK""","6546 NW 70TH AV","6554 NW 70TH AV",""
"6555","NW 70TH AV","TMRC","33321","APT","112","","","","","310213","=""00000T4VP3""","6529 NW 70TH AV","6555 NW 70TH AV APT 112",""
"6556","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4G6S""","6546 NW 70TH AV","6556 NW 70TH AV",""
"6558","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RMG""","6546 NW 70TH AV","6558 NW 70TH AV",""
"6560","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4MM6""","6546 NW 70TH AV","6560 NW 70TH AV",""
"6562","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4DN9""","6546 NW 70TH AV","6562 NW 70TH AV",""
"6564","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4FNF""","6546 NW 70TH AV","6564 NW 70TH AV",""
"6566","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4N42""","6546 NW 70TH AV","6566 NW 70TH AV",""
"6600","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VHP""","6600 NW 70TH AV","6600 NW 70TH AV",""
"6601","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4THX""","6601 NW 70TH AV","6601 NW 70TH AV",""
"6602","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4LSE""","6600 NW 70TH AV","6602 NW 70TH AV",""
"6603","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4REZ""","6601 NW 70TH AV","6603 NW 70TH AV",""
"6604","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4GT8""","6600 NW 70TH AV","6604 NW 70TH AV",""
"6605","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4T3T""","6601 NW 70TH AV","6605 NW 70TH AV",""
"6606","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4XWE""","6600 NW 70TH AV","6606 NW 70TH AV",""
"6607","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4O4C""","6601 NW 70TH AV","6607 NW 70TH AV",""
"6608","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4C4J""","6600 NW 70TH AV","6608 NW 70TH AV",""
"6609","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4K78""","6601 NW 70TH AV","6609 NW 70TH AV",""
"6610","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4R2C""","6600 NW 70TH AV","6610 NW 70TH AV",""
"6611","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OQ0""","6601 NW 70TH AV","6611 NW 70TH AV","Y"
"6612","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V15""","6600 NW 70TH AV","6612 NW 70TH AV",""
"6613","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4TZQ""","6601 NW 70TH AV","6613 NW 70TH AV",""
"6614","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4H67""","6600 NW 70TH AV","6614 NW 70TH AV",""
"6615","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4GHJ""","6601 NW 70TH AV","6615 NW 70TH AV",""
"6616","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4NHP""","6600 NW 70TH AV","6616 NW 70TH AV",""
"6617","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4QZJ""","6601 NW 70TH AV","6617 NW 70TH AV",""
"6618","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4PG2""","6600 NW 70TH AV","6618 NW 70TH AV",""
"6619","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OIH""","6601 NW 70TH AV","6619 NW 70TH AV",""
"6620","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4O11""","6600 NW 70TH AV","6620 NW 70TH AV",""
"6621","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VSS""","6601 NW 70TH AV","6621 NW 70TH AV",""
"6622","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4UII""","6600 NW 70TH AV","6622 NW 70TH AV",""
"6623","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4TO6""","6601 NW 70TH AV","6623 NW 70TH AV",""
"6624","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V2X""","6624 NW 70TH AV","6624 NW 70TH AV",""
"6625","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4BQT""","6601 NW 70TH AV","6625 NW 70TH AV",""
"6626","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4GR8""","6624 NW 70TH AV","6626 NW 70TH AV",""
"6627","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4ER2""","6601 NW 70TH AV","6627 NW 70TH AV",""
"6628","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4ZEV""","6624 NW 70TH AV","6628 NW 70TH AV",""
"6629","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4TB2""","6629 NW 70TH AV","6629 NW 70TH AV",""
"6630","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4GHT""","6624 NW 70TH AV","6630 NW 70TH AV",""
"6631","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4LIK""","6629 NW 70TH AV","6631 NW 70TH AV",""
"6632","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4UD3""","6624 NW 70TH AV","6632 NW 70TH AV",""
"6633","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VX5""","6629 NW 70TH AV","6633 NW 70TH AV",""
"6634","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4R36""","6624 NW 70TH AV","6634 NW 70TH AV",""
"6635","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OPP""","6629 NW 70TH AV","6635 NW 70TH AV",""
"6636","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4QHF""","6624 NW 70TH AV","6636 NW 70TH AV",""
"6637","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4J92""","6629 NW 70TH AV","6637 NW 70TH AV",""
"6638","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4AM5""","6624 NW 70TH AV","6638 NW 70TH AV",""
"6639","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4IWU""","6629 NW 70TH AV","6639 NW 70TH AV",""
"6640","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4F19""","6664 NW 70TH AV","6640 NW 70TH AV",""
"6641","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4EOM""","6629 NW 70TH AV","6641 NW 70TH AV",""
"6642","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4ONH""","6664 NW 70TH AV","6642 NW 70TH AV",""
"6643","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4X3V""","6629 NW 70TH AV","6643 NW 70TH AV",""
"6644","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4KD0""","6664 NW 70TH AV","6644 NW 70TH AV",""
"6645","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4JD8""","6645 NW 70TH AV","6645 NW 70TH AV",""
"6646","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4DZ7""","6664 NW 70TH AV","6646 NW 70TH AV",""
"6647","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4U26""","6645 NW 70TH AV","6647 NW 70TH AV",""
"6648","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RK3""","6664 NW 70TH AV","6648 NW 70TH AV",""
"6649","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4SR5""","6645 NW 70TH AV","6649 NW 70TH AV",""
"6650","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Z0W""","6664 NW 70TH AV","6650 NW 70TH AV",""
"6651","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4TF2""","6645 NW 70TH AV","6651 NW 70TH AV",""
"6652","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4S3L""","6664 NW 70TH AV","6652 NW 70TH AV",""
"6653","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4X0G""","6645 NW 70TH AV","6653 NW 70TH AV",""
"6654","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4DB8""","6664 NW 70TH AV","6654 NW 70TH AV",""
"6655","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4PN5""","6645 NW 70TH AV","6655 NW 70TH AV",""
"6656","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4EV8""","6664 NW 70TH AV","6656 NW 70TH AV",""
"6657","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4NP6""","6645 NW 70TH AV","6657 NW 70TH AV",""
"6658","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4S4G""","6664 NW 70TH AV","6658 NW 70TH AV",""
"6659","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Y79""","6645 NW 70TH AV","6659 NW 70TH AV",""
"6660","NW 70TH AV","TMRC","33321","UNIT","40","","","","","310213","=""00000T4R7S""","6664 NW 70TH AV","6660 NW 70TH AV UNIT 40",""
"6660","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4YLX""","6664 NW 70TH AV","6660 NW 70TH AV",""
"6661","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4TIA""","6645 NW 70TH AV","6661 NW 70TH AV",""
"6662","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RTQ""","6664 NW 70TH AV","6662 NW 70TH AV",""
"6663","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Z32""","6645 NW 70TH AV","6663 NW 70TH AV",""
"6664","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4DS2""","6664 NW 70TH AV","6664 NW 70TH AV",""
"6665","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4AIK""","6645 NW 70TH AV","6665 NW 70TH AV",""
"6666","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4L7P""","6664 NW 70TH AV","6666 NW 70TH AV",""
"6667","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4REB""","6645 NW 70TH AV","6667 NW 70TH AV",""
"6668","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4SEZ""","6664 NW 70TH AV","6668 NW 70TH AV",""
"6669","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OM7""","6645 NW 70TH AV","6669 NW 70TH AV",""
"6670","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4XVO""","6664 NW 70TH AV","6670 NW 70TH AV",""
"6700","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4HDT""","6704 NW 70TH AV","6700 NW 70TH AV",""
"6701","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4LLU""","6701 NW 70TH AV","6701 NW 70TH AV",""
"6702","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V05""","6704 NW 70TH AV","6702 NW 70TH AV",""
"6703","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4T6C""","6701 NW 70TH AV","6703 NW 70TH AV",""
"6704","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4I5I""","6704 NW 70TH AV","6704 NW 70TH AV",""
"6705","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OGL""","6701 NW 70TH AV","6705 NW 70TH AV",""
"6706","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4WMW""","6704 NW 70TH AV","6706 NW 70TH AV",""
"6707","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4K6Y""","6701 NW 70TH AV","6707 NW 70TH AV",""
"6708","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4D5H""","6708 NW 70TH AV","6708 NW 70TH AV",""
"6709","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4XK6""","6701 NW 70TH AV","6709 NW 70TH AV",""
"6710","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4P7Q""","6708 NW 70TH AV","6710 NW 70TH AV",""
"6711","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4FE1""","6701 NW 70TH AV","6711 NW 70TH AV",""
"6712","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4FL9""","6708 NW 70TH AV","6712 NW 70TH AV",""
"6713","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4QKE""","6701 NW 70TH AV","6713 NW 70TH AV",""
"6714","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4CMK""","6708 NW 70TH AV","6714 NW 70TH AV",""
"6715","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4U7S""","6701 NW 70TH AV","6715 NW 70TH AV",""
"6716","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4JJY""","6708 NW 70TH AV","6716 NW 70TH AV",""
"6717","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4O7O""","6701 NW 70TH AV","6717 NW 70TH AV",""
"6718","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4SQC""","6708 NW 70TH AV","6718 NW 70TH AV",""
"6719","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4DO0""","6701 NW 70TH AV","6719 NW 70TH AV",""
"6720","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4MAD""","6708 NW 70TH AV","6720 NW 70TH AV",""
"6721","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4N43""","6701 NW 70TH AV","6721 NW 70TH AV",""
"6722","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4E0J""","6708 NW 70TH AV","6722 NW 70TH AV",""
"6723","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4BQS""","6701 NW 70TH AV","6723 NW 70TH AV",""
"6724","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4BJK""","6704 NW 70TH AV","6724 NW 70TH AV",""
"6725","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Z0M""","6701 NW 70TH AV","6725 NW 70TH AV",""
"6726","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4FM7""","6704 NW 70TH AV","6726 NW 70TH AV",""
"6727","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4KLD""","6727 NW 70TH AV","6727 NW 70TH AV",""
"6728","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V3V""","6704 NW 70TH AV","6728 NW 70TH AV",""
"6729","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4MFR""","6727 NW 70TH AV","6729 NW 70TH AV",""
"6730","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4P18""","6704 NW 70TH AV","6730 NW 70TH AV",""
"6731","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4ZBZ""","6727 NW 70TH AV","6731 NW 70TH AV",""
"6732","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4X4Q""","6704 NW 70TH AV","6732 NW 70TH AV",""
"6733","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OAX""","6727 NW 70TH AV","6733 NW 70TH AV",""
"6734","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4B42""","6704 NW 70TH AV","6734 NW 70TH AV",""
"6735","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4AXJ""","6727 NW 70TH AV","6735 NW 70TH AV",""
"6736","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4X5U""","6704 NW 70TH AV","6736 NW 70TH AV",""
"6737","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4FXU""","6727 NW 70TH AV","6737 NW 70TH AV",""
"6738","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4NA8""","6704 NW 70TH AV","6738 NW 70TH AV",""
"6739","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4WA4""","6727 NW 70TH AV","6739 NW 70TH AV",""
"6740","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4QG1""","6704 NW 70TH AV","6740 NW 70TH AV",""
"6741","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4DX2""","6727 NW 70TH AV","6741 NW 70TH AV",""
"6742","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RPX""","6704 NW 70TH AV","6742 NW 70TH AV",""
"6743","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4JLB""","6727 NW 70TH AV","6743 NW 70TH AV",""
"6744","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4RMP""","6744 NW 70TH AV","6744 NW 70TH AV",""
"6745","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4NWI""","6727 NW 70TH AV","6745 NW 70TH AV",""
"6746","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4V31""","6744 NW 70TH AV","6746 NW 70TH AV",""
"6747","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4K6B""","6727 NW 70TH AV","6747 NW 70TH AV",""
"6748","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VK4""","6744 NW 70TH AV","6748 NW 70TH AV",""
"6749","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4PB5""","6727 NW 70TH AV","6749 NW 70TH AV",""
"6750","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4B70""","6744 NW 70TH AV","6750 NW 70TH AV",""
"6751","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4O4Z""","6727 NW 70TH AV","6751 NW 70TH AV",""
"6752","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4QFG""","6744 NW 70TH AV","6752 NW 70TH AV",""
"6753","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VFF""","6727 NW 70TH AV","6753 NW 70TH AV",""
"6754","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4TOT""","6744 NW 70TH AV","6754 NW 70TH AV",""
"6755","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4WNG""","6755 NW 70TH AV","6755 NW 70TH AV",""
"6756","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4W1Q""","6744 NW 70TH AV","6756 NW 70TH AV",""
"6757","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4NAL""","6755 NW 70TH AV","6757 NW 70TH AV",""
"6758","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4SQK""","6744 NW 70TH AV","6758 NW 70TH AV",""
"6759","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4OTC""","6755 NW 70TH AV","6759 NW 70TH AV",""
"6760","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4BQV""","6744 NW 70TH AV","6760 NW 70TH AV",""
"6761","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4JKL""","6755 NW 70TH AV","6761 NW 70TH AV",""
"6762","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4YUU""","6744 NW 70TH AV","6762 NW 70TH AV",""
"6763","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4WM9""","6755 NW 70TH AV","6763 NW 70TH AV",""
"6764","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4Y53""","6744 NW 70TH AV","6764 NW 70TH AV",""
"6765","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4VT0""","6755 NW 70TH AV","6765 NW 70TH AV",""
"6766","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4YJO""","6744 NW 70TH AV","6766 NW 70TH AV",""
"6767","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4R39""","6755 NW 70TH AV","6767 NW 70TH AV",""
"6769","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4BR9""","6755 NW 70TH AV","6769 NW 70TH AV",""
"6820","NW 70TH AV","TMRC","33321","","","","","","","310213","=""00000T4HYD""","6820 NW 70TH AV","6820 NW 70TH AV",""
"6855","NW 70TH AV","TMRC","33321","RM","102","","","","","310213","=""00000T4PJK""","I 6855 NW 70TH AV","6855 NW 70TH AV RM 102",""
