House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
"1701","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN18""","R 1702 ORLANDO","1701 COUNTRY CLUB DR",""
"1702","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AQM4""","R 2705 MIAMI CT","1702 COUNTRY CLUB DR",""
"1703","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AENJ""","R 1702 ORLANDO","1703 COUNTRY CLUB DR",""
"1704","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ABJ4""","R 1704 COUNTRY CLUB DR","1704 COUNTRY CLUB DR",""
"1705","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJE1""","R 1704 ORLANDO","1705 COUNTRY CLUB DR",""
"1706","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIAG""","R 1704 COUNTRY CLUB DR","1706 COUNTRY CLUB DR",""
"1707","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKRK""","R 1708 ORLANDO","1707 COUNTRY CLUB DR",""
"1708","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ARPS""","R 1708 COUNTRY CLUB DR","1708 COUNTRY CLUB DR",""
"1709","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ANB1""","R 1708 ORLANDO","1709 COUNTRY CLUB DR",""
"1710","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN7G""","R 1708 COUNTRY CLUB DR","1710 COUNTRY CLUB DR",""
"1711","COUNTRY CLUB DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJEJ""","R 1710 ORLANDO","1711 COUNTRY CLUB DR",""
"2400","DAYTONA CT","FRIENDSWOOD","77546","UNIT","GAR","","","","","3327B","=""000013AGYU""","R 2310 SAN AUGUSTINE LN","2400 DAYTONA CT UNIT GAR",""
"2400","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ARE9""","R 2400 DAYTONA CT","2400 DAYTONA CT",""
"2401","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AHHJ""","R 2406 SAN AUGUSTINE LN","2401 DAYTONA CT",""
"2402","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI21""","R 2400 DAYTONA CT","2402 DAYTONA CT",""
"2403","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ACU4""","R 2406 SAN AUGUSTINE LN","2403 DAYTONA CT",""
"2404","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013APCU""","R 2406 DAYTONA CT","2404 DAYTONA CT",""
"2405","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AP68""","R 2408 SAN AUGUSTINE LN","2405 DAYTONA CT",""
"2406","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJ9G""","R 2406 DAYTONA CT","2406 DAYTONA CT",""
"2407","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKK9""","R 2408 SAN AUGUSTINE LN","2407 DAYTONA CT",""
"2408","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AE21""","R 2410 DAYTONA CT","2408 DAYTONA CT",""
"2409","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AO37""","R 2412 SAN AUGUSTINE LN","2409 DAYTONA CT",""
"2410","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOWI""","R 2410 DAYTONA CT","2410 DAYTONA CT",""
"2411","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADEX""","R 2412 SAN AUGUSTINE LN","2411 DAYTONA CT",""
"2412","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKK2""","R 2412 DAYTONA CT","2412 DAYTONA CT",""
"2414","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI7L""","R 2412 DAYTONA CT","2414 DAYTONA CT",""
"2502","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKSG""","R 2502 DAYTONA CT","2502 DAYTONA CT",""
"2504","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AQZF""","R 2506 DAYTONA CT","2504 DAYTONA CT",""
"2506","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJYS""","R 2506 DAYTONA CT","2506 DAYTONA CT",""
"2508","DAYTONA CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKG9""","R 1700 PENSACOLA LN","2508 DAYTONA CT",""
"1701","DESTIN LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AD8G""","R 1701 DESTIN LN","1701 DESTIN LN",""
"1703","DESTIN LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AM5D""","R 1701 DESTIN LN","1703 DESTIN LN",""
"1705","DESTIN LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMNH""","R 1705 DESTIN LN","1705 DESTIN LN",""
"1707","DESTIN LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AH61""","R 1705 DESTIN LN","1707 DESTIN LN",""
"14","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AEOC""","F 14 EL DORADO","14 EL DORADO DR",""
"15","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ARDF""","F 14 EL DORADO","15 EL DORADO DR",""
"19","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADRV""","F 14 EL DORADO","19 EL DORADO DR",""
"22","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI23""","F 14 EL DORADO","22 EL DORADO DR",""
"25","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKA9""","F 26 EL DORADO","25 EL DORADO DR",""
"26","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOFI""","F 26 EL DORADO","26 EL DORADO DR","Y"
"30","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFRI""","F 30 EL DORADO","30 EL DORADO DR",""
"31","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ACLK""","F 99 EL DORADO","31 EL DORADO DR",""
"35","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJJ4""","F 99 EL DORADO","35 EL DORADO DR",""
"39","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AQUS""","F 43 EL DORADO","39 EL DORADO DR",""
"43","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AQ89""","F 43 EL DORADO","43 EL DORADO DR",""
"47","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOOT""","F 51 EL DORADO","47 EL DORADO DR",""
"51","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKQ9""","F 51 EL DORADO","51 EL DORADO DR",""
"55","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AH8D""","F 59 EL DORADO","55 EL DORADO DR",""
"58","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIK6""","F 51 EL DORADO","58 EL DORADO DR","Y"
"59","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ARB8""","F 59 EL DORADO","59 EL DORADO DR",""
"60","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIN7""","F 63 EL DORADO","60 EL DORADO DR",""
"62","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGSO""","F 63 EL DORADO","62 EL DORADO DR",""
"63","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AO9Z""","F 63 EL DORADO","63 EL DORADO DR",""
"67","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMYK""","F 71 EL DORADO","67 EL DORADO DR",""
"68","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AE5X""","F 71 EL DORADO","68 EL DORADO DR",""
"71","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AM1M""","F 71 EL DORADO","71 EL DORADO DR","Y"
"72","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ANC2""","F 79 EL DORADO","72 EL DORADO DR",""
"75","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJX9""","F 79 EL DORADO","75 EL DORADO DR",""
"79","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADLW""","F 81 EL DORADO","79 EL DORADO DR",""
"81","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFR6""","F 81 EL DORADO","81 EL DORADO DR",""
"83","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AK0O""","F 81 EL DORADO","83 EL DORADO DR",""
"86","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJCC""","F 81 EL DORADO","86 EL DORADO DR","Y"
"87","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AP5Y""","F 94 EL DORADO","87 EL DORADO DR",""
"91","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AH81""","F 91 EL DORADO","91 EL DORADO DR",""
"94","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ACXL""","F 94 EL DORADO","94 EL DORADO DR",""
"96","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AHXD""","F 91 EL DORADO","96 EL DORADO DR",""
"97","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFMX""","F 94 EL DORADO","97 EL DORADO DR",""
"98","EL DORADO DR","FRIENDSWOOD","77546","UNIT","BARN","","","","","3327B","=""000013AEV8""","F 91 EL DORADO","98 EL DORADO DR UNIT BARN",""
"98","EL DORADO DR","FRIENDSWOOD","77546","UNIT","BARN APT","","","","","3327B","=""00010C1XI8""","F 91 EL DORADO","98 EL DORADO DR UNIT BARN APT",""
"98","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AD33""","F 91 EL DORADO","98 EL DORADO DR",""
"99","EL DORADO DR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013APS2""","F 91 EL DORADO","99 EL DORADO DR",""
"2009","LUNDY LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFV0""","F 832 LUNDYLN","2009 LUNDY LN",""
"2011","LUNDY LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ANY6""","F 832 LUNDYLN","2011 LUNDY LN",""
"2013","LUNDY LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGDB""","F 832 LUNDYLN","2013 LUNDY LN",""
"2401","LUNDY LN","LEAGUE CITY","77546","","","","","","","3327B","=""000013AS29""","F 2401 EAST","2401 LUNDY LN",""
"2701","MIAMI CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AP8A""","R 2701 MIAMI CT","2701 MIAMI CT",""
"2702","MIAMI CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADQR""","R 2702-2 MIAMI CT","2702 MIAMI CT",""
"2703","MIAMI CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJFM""","R 2705 MIAMI CT","2703 MIAMI CT",""
"2704","MIAMI CT","FRIENDSWOOD","77546","UNIT","REAR","","","","","3327B","=""000013AFRC""","R 2702-2 MIAMI CT","2704 MIAMI CT UNIT REAR",""
"2704","MIAMI CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI7B""","R 2702-2 MIAMI CT","2704 MIAMI CT",""
"2705","MIAMI CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AHD7""","R 2705 MIAMI CT","2705 MIAMI CT",""
"2706","MIAMI CT","FRIENDSWOOD","77546","UNIT","REAR","","","","","3327B","=""000013ADHA""","R 2706 MIAMI CT","2706 MIAMI CT UNIT REAR",""
"2706","MIAMI CT","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AQ05""","R 2706 MIAMI CT","2706 MIAMI CT",""
"2300","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIBX""","F 2302 N MISSION CIR","2300 N MISSION CIR",""
"2302","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFYO""","F 2302 N MISSION CIR","2302 N MISSION CIR",""
"2304","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AHJ0""","F 2306 N MISSION CIR","2304 N MISSION CIR",""
"2306","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGQT""","F 2306 N MISSION CIR","2306 N MISSION CIR",""
"2308","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFDU""","F 2310 N MISSION CIR","2308 N MISSION CIR",""
"2310","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADG9""","F 2310 N MISSION CIR","2310 N MISSION CIR",""
"2312","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013APXU""","F 2402 N MISSION CIR","2312 N MISSION CIR","Y"
"2402","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ABOE""","F 2402 N MISSION CIR","2402 N MISSION CIR",""
"2404","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI8S""","F 2406 N MISSION CIR","2404 N MISSION CIR",""
"2406","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGCK""","F 2406 N MISSION CIR","2406 N MISSION CIR",""
"2408","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFR5""","F 2410 N MISSION CIR","2408 N MISSION CIR",""
"2410","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMBD""","F 2410 N MISSION CIR","2410 N MISSION CIR",""
"2412","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN4L""","F 2412 N MISSION CIR","2412 N MISSION CIR",""
"2502","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AQKY""","F 2504 N MISSION CIR","2502 N MISSION CIR",""
"2504","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGU5""","F 2504 N MISSION CIR","2504 N MISSION CIR",""
"2506","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOKS""","F 2508 N MISSION CIR","2506 N MISSION CIR",""
"2508","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIDN""","F 2508 N MISSION CIR","2508 N MISSION CIR",""
"2509","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AF9D""","ENC R 2509 N MISSION CIR","2509 N MISSION CIR",""
"2511","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJVO""","ENC R 2511 N MISSION CIR","2511 N MISSION CIR",""
"2513","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFVI""","ENC R 2513 N MISSION CIR","2513 N MISSION CIR",""
"2601","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOQE""","ENC R 2601 N MISSION CIR","2601 N MISSION CIR",""
"2602","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ACKB""","F 2604 N MISSION CIR","2602 N MISSION CIR",""
"2603","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMWN""","ENC R 2603 N MISSION CIR","2603 N MISSION CIR",""
"2604","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN7W""","F 2604 N MISSION CIR","2604 N MISSION CIR",""
"2605","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ABJN""","ENC R 2605 N MISSION CIR","2605 N MISSION CIR",""
"2606","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJ39""","F 2608 N MISSION CIR","2606 N MISSION CIR",""
"2607","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIV0""","ENC R 2607 N MISSION CIR","2607 N MISSION CIR",""
"2608","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ALWF""","F 2608 N MISSION CIR","2608 N MISSION CIR",""
"2609","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGZQ""","R 2609 N MISSION CIR","2609 N MISSION CIR",""
"2610","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AH4B""","F 2612 N MISSION CIR","2610 N MISSION CIR",""
"2611","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ACXE""","R 2611 N MISSION CIR","2611 N MISSION CIR",""
"2612","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMZR""","F 2614 N MISSION CIR","2612 N MISSION CIR",""
"2614","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADYN""","F 2614 N MISSION CIR","2614 N MISSION CIR",""
"2616","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN5E""","ENC R 2616 N MISSION CIR","2616 N MISSION CIR","Y"
"2618","N MISSION CIR","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJUK""","ENC R 2618 N MISSION CIR","2618 N MISSION CIR",""
"1601","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFCI""","R 1601 ORLANDO","1601 ORLANDO ST",""
"1602","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AG6Z""","R 1602 ORLANDO","1602 ORLANDO ST",""
"1603","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ACN6""","R 1601 ORLANDO","1603 ORLANDO ST",""
"1604","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGG9""","R 1602 ORLANDO","1604 ORLANDO ST",""
"1605","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AO1I""","R 1605 ORLANDO","1605 ORLANDO ST",""
"1606","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AF9L""","R 1606 ORLANDO","1606 ORLANDO ST",""
"1607","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013APSI""","R 1605 ORLANDO","1607 ORLANDO ST",""
"1608","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ABWX""","R 1606 ORLANDO","1608 ORLANDO ST",""
"1609","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJ71""","R 1609 ORLANDO","1609 ORLANDO ST",""
"1610","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOQ2""","R 1610 ORLANDO","1610 ORLANDO ST",""
"1611","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ALR5""","R 1609 ORLANDO","1611 ORLANDO ST",""
"1612","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN15""","R 1610 ORLANDO","1612 ORLANDO ST",""
"1701","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJEQ""","R 1701 ORLANDO","1701 ORLANDO ST",""
"1702","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADZF""","R 1702 ORLANDO","1702 ORLANDO ST",""
"1703","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AN9K""","R 1701 ORLANDO","1703 ORLANDO ST",""
"1704","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013APE6""","R 1704 ORLANDO","1704 ORLANDO ST",""
"1705","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADHZ""","R 1705 ORLANDO","1705 ORLANDO ST",""
"1706","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIGY""","R 1708 ORLANDO","1706 ORLANDO ST",""
"1708","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI53""","R 1708 ORLANDO","1708 ORLANDO ST",""
"1709","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMQ3""","R 1709 ORLANDO","1709 ORLANDO ST",""
"1710","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ARLU""","R 1710 ORLANDO","1710 ORLANDO ST",""
"1711","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AC5U""","R 1709 ORLANDO","1711 ORLANDO ST",""
"1712","ORLANDO ST","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ARZR""","R 1710 ORLANDO","1712 ORLANDO ST",""
"1801","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AHK6""","ENC R 1801 PALO DURO","1801 PALO DURO",""
"1802","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AEHS""","ENC R 1802 PALO DURO","1802 PALO DURO",""
"1803","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJVU""","ENC R 1803 PALO DURO","1803 PALO DURO",""
"1804","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIMB""","ENC R 1804 PALO DURO","1804 PALO DURO",""
"1805","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AGLF""","R 1805 PALO DURO","1805 PALO DURO","Y"
"1806","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013ADK4""","ENC R 1806 PALO DURO","1806 PALO DURO",""
"1807","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIMC""","ENC R 1807 PALO DURO","1807 PALO DURO",""
"1808","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AR80""","ENC R 1808 PALO DURO","1808 PALO DURO",""
"1809","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AHXU""","ENC R 1809 PALO DURO","1809 PALO DURO",""
"1810","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AROG""","ENC R 1810 PALO DURO","1810 PALO DURO",""
"1901","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013APC1""","ENC R 1901 PALO DURO","1901 PALO DURO",""
"1902","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFS1""","ENC R 1902 PALO DURO","1902 PALO DURO",""
"1903","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AMZM""","ENC R 1903 PALO DURO","1903 PALO DURO",""
"1904","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AJW8""","ENC R 1904 PALO DURO","1904 PALO DURO",""
"1905","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AD4S""","ENC R 1905 PALO DURO","1905 PALO DURO",""
"1906","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AEYK""","ENC R 1906 PALO DURO","1906 PALO DURO",""
"1907","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFD3""","ENC R 1907 PALO DURO","1907 PALO DURO",""
"1908","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFHV""","ENC R 1908 PALO DURO","1908 PALO DURO",""
"1909","PALO DURO","FRIENDSWOOD","77546","","","","","","","3327B","=""Not SAG Valid""","ENC R 1909 PALO DURO","1909 PALO DURO",""
"1699","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AE8I""","R 1702 SUNMEADOW DR","1699 PENSACOLA LN",""
"1700","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AKRG""","R 1700 PENSACOLA LN","1700 PENSACOLA LN",""
"1701","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AEUE""","R 1702 SUNMEADOW DR","1701 PENSACOLA LN",""
"1702","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AFI7""","R 1702 PENSACOLA LN","1702 PENSACOLA LN",""
"1703","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AIJQ""","R 1704 SUNMEADOW DR","1703 PENSACOLA LN",""
"1704","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AOR8""","R 1702 PENSACOLA LN","1704 PENSACOLA LN",""
"1705","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AI7J""","R 1704 SUNMEADOW DR","1705 PENSACOLA LN",""
"1706","PENSACOLA LN","FRIENDSWOOD","77546","","","","","","","3327B","=""000013AC5B""","R 1704 PENSACOLA LN","1706 PENSACOLA LN",""
