House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
1523,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ0SU,R 1523 W HARMONY LAKE CIR,1523 W HARMONY LAKE CIR,
1525,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIU02,R 1533 W HARMONY LAKE CIR,1525 W HARMONY LAKE CIR,
1527,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIUWS,R 1533 W HARMONY LAKE CIR,1527 W HARMONY LAKE CIR,
1530,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ01W,R 1532 W HARMONY LAKE CIR,1530 W HARMONY LAKE CIR,
1531,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HISTL,R 1533 W HARMONY LAKE CIR,1531 W HARMONY LAKE CIR,
1532,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIUP2,R 1532 W HARMONY LAKE CIR,1532 W HARMONY LAKE CIR,
1533,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HITX4,R 1533 W HARMONY LAKE CIR,1533 W HARMONY LAKE CIR,
1534,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIWT7,R 1534 W HARMONY LAKE CIR,1534 W HARMONY LAKE CIR,
1535,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIY0J,R 1603 W HARMONY LAKE CIR,1535 W HARMONY LAKE CIR,
1536,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ1FO,R 1534 W HARMONY LAKE CIR,1536 W HARMONY LAKE CIR,
1537,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIYVW,R 1603 W HARMONY LAKE CIR,1537 W HARMONY LAKE CIR,
1600,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ4U0,R 1600 W HARMONY LAKE CIR,1600 W HARMONY LAKE CIR,
1601,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIV8M,R 1603 W HARMONY LAKE CIR,1601 W HARMONY LAKE CIR,
1602,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIZIQ,R 1600 W HARMONY LAKE CIR,1602 W HARMONY LAKE CIR,
1603,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIY00,R 1603 W HARMONY LAKE CIR,1603 W HARMONY LAKE CIR,
1604,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HISI1,R 1604 W HARMONY LAKE CIR,1604 W HARMONY LAKE CIR,
1605,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HISM8,R 1613 W HARMONY LAKE CIR,1605 W HARMONY LAKE CIR,
1606,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HISTX,R 1604 W HARMONY LAKE CIR,1606 W HARMONY LAKE CIR,
1607,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIYSX,R 1613 W HARMONY LAKE CIR,1607 W HARMONY LAKE CIR,
1610,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ00S,R 1612 W HARMONY LAKE CIR,1610 W HARMONY LAKE CIR,
1611,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ4UK,R 1613 W HARMONY LAKE CIR,1611 W HARMONY LAKE CIR,
1612,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ06M,R 1612 W HARMONY LAKE CIR,1612 W HARMONY LAKE CIR,
1613,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HISQC,R 1613 W HARMONY LAKE CIR,1613 W HARMONY LAKE CIR,
1614,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ47W,R 1616 W HARMONY LAKE CIR,1614 W HARMONY LAKE CIR,
1615,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIZDG,R 1613 W HARMONY LAKE CIR,1615 W HARMONY LAKE CIR,
1616,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ581,R 1616 W HARMONY LAKE CIR,1616 W HARMONY LAKE CIR,
1617,W HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIYL1,1651 HIATUS RD,1617 W HARMONY LAKE CIR,
1620,HIATUS RD,DAVIE,33330,UNIT,GATEHOUSE,,,,,420405,00000HJVBA,1651 HIATUS RD,1620 HIATUS RD UNIT GATEHOUSE,
1652,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HITHO,F 1652 SW 109TH TER,1652 SW 109TH TER,
1654,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIVKA,F 1654 SW 109TH TER,1654 SW 109TH TER,Y
1656,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ02T,F 1658 SW 109TH TER,1656 SW 109TH TER,
1658,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIUP0,F 1658 SW 109TH TER,1658 SW 109TH TER,
1661,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ0US,F 1661 SW 109TH TER,1661 SW 109TH TER,
1663,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIT4O,F 1663 SW 109TH TER,1663 SW 109TH TER,
1665,SW 109TH TER,DAVIE,33324,APT,279,,,,,420405,00000HITMW,F 1665 SW 109TH TER,1665 SW 109TH TER APT 279,
1665,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIU30,F 1665 SW 109TH TER,1665 SW 109TH TER,
1667,SW 109TH TER,DAVIE,33324,UNIT,279,,,,,420405,00000HIZSK,F 1665 SW 109TH TER,1667 SW 109TH TER UNIT 279,
1667,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIY10,F 1665 SW 109TH TER,1667 SW 109TH TER,
1672,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HITSU,F 1674 SW 109TH TER,1672 SW 109TH TER,
1674,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIT5D,F 1674 SW 109TH TER,1674 SW 109TH TER,
1676,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIUDL,F 1692 SW 109TH TER,1676 SW 109TH TER,
1681,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ0NE,F 1681 SW 109TH TER,1681 SW 109TH TER,
1683,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIUAI,F 1681 SW 109TH TER,1683 SW 109TH TER,
1685,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIT2Z,F 1685 SW 109TH TER,1685 SW 109TH TER,
1687,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIXMQ,F 1685 SW 109TH TER,1687 SW 109TH TER,
1692,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIS8B,F 1692 SW 109TH TER,1692 SW 109TH TER,
1694,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIXNU,F 1694 SW 109TH TER,1694 SW 109TH TER,
1696,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIY97,F 1712 SW 109TH TER,1696 SW 109TH TER,
1701,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIYB9,F 1701 SW 109TH TER,1701 SW 109TH TER,
1701,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ4TM,F 1701 SW 110TH TER,1701 SW 110TH TER,
1703,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIY5B,F 1701 SW 109TH TER,1703 SW 109TH TER,
1703,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIT2Q,F 1701 SW 110TH TER,1703 SW 110TH TER,
1705,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIZ8Q,F 1705 SW 109TH TER,1705 SW 109TH TER,
1705,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ1AH,F 1705 SW 110TH TER,1705 SW 110TH TER,
1707,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIWOP,F 1721 SW 109TH TER,1707 SW 109TH TER,
1707,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIWY7,F 1705 SW 110TH TER,1707 SW 110TH TER,
1712,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIUJP,F 1712 SW 109TH TER,1712 SW 109TH TER,
1714,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ0E6,F 1714 SW 109TH TER,1714 SW 109TH TER,
1716,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIW7O,F 1732 SW 109TH TER,1716 SW 109TH TER,
1720,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIYL3,F 1722 SW 110TH TER,1720 SW 110TH TER,
1721,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIS0E,F 1721 SW 109TH TER,1721 SW 109TH TER,
1722,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIVAR,F 1722 SW 110TH TER,1722 SW 110TH TER,
1723,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ1B3,F 1723 SW 109TH TER,1723 SW 109TH TER,
1724,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIT87,F 1726 SW 110TH TER,1724 SW 110TH TER,
1725,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIYCG,F 1741 SW 109TH TER,1725 SW 109TH TER,
1726,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIZLL,F 1726 SW 110TH TER,1726 SW 110TH TER,
1731,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HISNJ,F 1731 SW 110TH TER,1731 SW 110TH TER,
1732,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIWFS,F 1732 SW 109TH TER,1732 SW 109TH TER,
1734,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIWXT,F 1736 SW 109TH TER,1734 SW 109TH TER,
1735,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIXN4,F 1731 SW 110TH TER,1735 SW 110TH TER,
1736,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ01R,F 1736 SW 109TH TER,1736 SW 109TH TER,
1737,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIUNF,F 1737 SW 110TH TER,1737 SW 110TH TER,
1739,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIWFA,F 1737 SW 110TH TER,1739 SW 110TH TER,
1740,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HITZ8,F 1742 SW 110TH TER,1740 SW 110TH TER,
1741,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ6YC,F 1741 SW 109TH TER,1741 SW 109TH TER,
1742,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIVWQ,F 1742 SW 110TH TER,1742 SW 110TH TER,
1743,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HITAC,F 1743 SW 109TH TER,1743 SW 109TH TER,
1744,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIXR7,F 1744 SW 110TH TER,1744 SW 110TH TER,
1745,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIS4G,F 1743 SW 109TH TER,1745 SW 109TH TER,
1751,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ120,F 1751 SW 110TH TER,1751 SW 110TH TER,
1752,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIW8V,F 1754 SW 109TH TER,1752 SW 109TH TER,
1753,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ17L,F 1753 SW 110TH TER,1753 SW 110TH TER,
1754,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ4IL,F 1754 SW 109TH TER,1754 SW 109TH TER,
1755,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ57T,F 1753 SW 110TH TER,1755 SW 110TH TER,
1756,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HJ0MC,F 1756 SW 109TH TER,1756 SW 109TH TER,
1760,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ0IU,F 1744 SW 110TH TER,1760 SW 110TH TER,
1761,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIV9U,F 1761 SW 109TH TER,1761 SW 109TH TER,
1762,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HJ024,F 1762 SW 110TH TER,1762 SW 110TH TER,
1763,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIS1G,F 1763 SW 109TH TER,1763 SW 109TH TER,
1764,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIZWS,F 1766 SW 110TH TER,1764 SW 110TH TER,
1765,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIW81,F 1763 SW 109TH TER,1765 SW 109TH TER,
1766,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HITBS,F 1766 SW 110TH TER,1766 SW 110TH TER,
1771,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIYXP,F 1771 SW 110TH TER,1771 SW 110TH TER,
1772,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIV81,F 1774 SW 109TH TER,1772 SW 109TH TER,
1773,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIXYP,F 1771 SW 110TH TER,1773 SW 110TH TER,
1774,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIZDW,F 1774 SW 109TH TER,1774 SW 109TH TER,
1775,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIU1Q,F 1775 SW 110TH TER,1775 SW 110TH TER,
1776,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HISOB,F 1778 SW 109TH TER,1776 SW 109TH TER,
1777,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HITCG,F 1791 SW 110TH TER,1777 SW 110TH TER,
1778,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIZV4,F 1778 SW 109TH TER,1778 SW 109TH TER,
1780,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HITYB,F 1780 SW 110TH TER,1780 SW 110TH TER,
1781,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIRRV,F 1781 SW 109TH TER,1781 SW 109TH TER,
1782,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIZG6,F 1780 SW 110TH TER,1782 SW 110TH TER,
1783,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIXDF,F 1781 SW 109TH TER,1783 SW 109TH TER,
1784,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIUV0,F 1784 SW 110TH TER,1784 SW 110TH TER,
1785,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HIXGZ,F 1785 SW 109TH TER,1785 SW 109TH TER,
1787,SW 109TH TER,DAVIE,33324,,,,,,,420405,00000HITCM,F 1785 SW 109TH TER,1787 SW 109TH TER,
1791,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HISN3,F 1791 SW 110TH TER,1791 SW 110TH TER,
1793,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIRUS,F 1793 SW 110TH TER,1793 SW 110TH TER,
1795,SW 110TH TER,DAVIE,33324,,,,,,,420405,00000HIV9M,F 1793 SW 110TH TER,1795 SW 110TH TER,Y
10765,SW 17TH PL,DAVIE,33324,,,,,,,420405,00000HIV53,F 10765 SW 17TH PL,10765 SW 17TH PL,
10775,SW 17TH PL,DAVIE,33324,,,,,,,420405,00000HISD7,F 10765 SW 17TH PL,10775 SW 17TH PL,
11000,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ61N,11000 N HARMONY LAKE CIR,11000 N HARMONY LAKE CIR,
11002,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIT06,R 11004 N HARMONY LAKE CIR,11002 N HARMONY LAKE CIR,
11004,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ1BQ,R 11004 N HARMONY LAKE CIR,11004 N HARMONY LAKE CIR,Y
11006,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ0NK,R 11004 N HARMONY LAKE CIR,11006 N HARMONY LAKE CIR,
11010,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIUHR,R 11004 N HARMONY LAKE CIR,11010 N HARMONY LAKE CIR,
11010,SW 15TH MNR,DAVIE,33324,,,,,,,420405,00000HIS09,R 11010 SW 15 MNR-ENC,11010 SW 15TH MNR,
11011,SW 16TH MNR,DAVIE,33324,,,,,,,420405,00000HIV4Z,F 11030 SW 16TH MNR,11011 SW 16TH MNR,
11012,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HJ1AR,R 11004 N HARMONY LAKE CIR,11012 N HARMONY LAKE CIR,
11012,SW 15TH MNR,DAVIE,33324,,,,,,,420405,00000HITPZ,R 11010 SW 15 MNR-ENC,11012 SW 15TH MNR,
11013,SW 16TH MNR,DAVIE,33324,,,,,,,420405,00000HIS7L,F 11013 SW 16TH MNR,11013 SW 16TH MNR,
11014,N HARMONY LAKE CIR,DAVIE,33324,,,,,,,420405,00000HIV54,R 11014 N HARMONY LAKE CIR,11014 N HARMONY LAKE CIR,
11014,SW 15TH MNR,DAVIE,33324,,,,,,,420405,00000HITXB,F 11014 SW 15TH MNR,11014 SW 15TH MNR,
11015,SW 16TH MNR,DAVIE,33324,,,,,,,420405,00000HITB1,F 11015 SW 16TH MNR,11015 SW 16TH MNR,
