House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,DA/PSA,OVALS Address ID,Primary_Term_Address,FAC_ADDR,Working TN Status
"6750","NE 21ST RD","FT L","33308","APT","111","","","","","102460","=""00000CKYR2""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 111",""
"6750","NE 21ST RD","FT L","33308","APT","112","","","","","102460","=""00000CKY3F""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 112",""
"6750","NE 21ST RD","FT L","33308","APT","121","","","","","102460","=""00000CKWWT""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 121",""
"6750","NE 21ST RD","FT L","33308","APT","122","","","","","102460","=""00000CL122""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 122",""
"6750","NE 21ST RD","FT L","33308","APT","123","","","","","102460","=""00000CKZ58""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 123",""
"6750","NE 21ST RD","FT L","33308","APT","124","","","","","102460","=""00000CL6YA""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 124",""
"6750","NE 21ST RD","FT L","33308","APT","125","","","","","102460","=""00000CL5SQ""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 125","Y"
"6750","NE 21ST RD","FT L","33308","APT","126","","","","","102460","=""00000CKX0F""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 126",""
"6750","NE 21ST RD","FT L","33308","APT","127","","","","","102460","=""00000CKX7S""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 127",""
"6750","NE 21ST RD","FT L","33308","APT","128","","","","","102460","=""00000CKYFH""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 128",""
"6750","NE 21ST RD","FT L","33308","APT","129","","","","","102460","=""00000CKWAI""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 129",""
"6750","NE 21ST RD","FT L","33308","APT","130","","","","","102460","=""00000CL019""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 130",""
"6750","NE 21ST RD","FT L","33308","APT","131","","","","","102460","=""00000CKVSM""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 131",""
"6750","NE 21ST RD","FT L","33308","APT","132","","","","","102460","=""00000CL8AL""","F 6750 NE 21ST RD","6750 NE 21ST RD APT 132",""
"6750","NE 21ST RD","FT L","33308","UNIT","GATE","","","","","102460","=""00000CKWCW""","F 6750 NE 21ST RD","6750 NE 21ST RD UNIT GATE",""
"6500","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL0VZ""","R 6500 NE 21ST TER","6500 NE 21ST TER",""
"6501","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL33K""","R 6501 NE 21ST TER","6501 NE 21ST TER",""
"6505","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKXB5""","R 6501 NE 21ST TER","6505 NE 21ST TER",""
"6510","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL0HW""","R 6520 NE 21ST TER","6510 NE 21ST TER",""
"6511","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKZRS""","R 6521 NE 21ST TER","6511 NE 21ST TER",""
"6520","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL1IW""","R 6520 NE 21ST TER","6520 NE 21ST TER",""
"6521","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKZAO""","R 6521 NE 21ST TER","6521 NE 21ST TER",""
"6530","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL1JR""","R 6530 NE 21ST TER","6530 NE 21ST TER",""
"6531","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL6T4""","R 6541 NE 21ST TER","6531 NE 21ST TER",""
"6540","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL11I""","R 6530 NE 21ST TER","6540 NE 21ST TER",""
"6541","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL03H""","R 6541 NE 21ST TER","6541 NE 21ST TER","Y"
"6600","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKVMG""","R 6600 NE 21ST TER","6600 NE 21ST TER",""
"6601","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL8KE""","R 6601 NE 21ST TER","6601 NE 21ST TER",""
"6610","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKXIC""","R 6620 NE 21ST TER","6610 NE 21ST TER",""
"6611","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKYT0""","R 6601 NE 21ST TER","6611 NE 21ST TER",""
"6620","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKYV6""","R 6620 NE 21ST TER","6620 NE 21ST TER",""
"6621","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL1ZT""","R 6621 NE 21ST TER","6621 NE 21ST TER",""
"6630","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL1AA""","R 6640 NE 21ST TER","6630 NE 21ST TER",""
"6631","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CL02V""","R 6621 NE 21ST TER","6631 NE 21ST TER",""
"6640","NE 21ST TER","FT L","33308","","","","","","","102460","=""00000CKVEA""","R 6640 NE 21ST TER","6640 NE 21ST TER",""
"6500","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CKZG7""","R 2130 NE 65TH CT","6500 NE 21ST WAY",""
"6501","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CKZ32""","R 6500 NE 21ST TER","6501 NE 21ST WAY",""
"6511","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CKYRS""","R 6520 NE 21ST TER","6511 NE 21ST WAY",""
"6521","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CKVBI""","R 6520 NE 21ST TER","6521 NE 21ST WAY",""
"6531","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CKZ87""","R 6530 NE 21ST TER","6531 NE 21ST WAY",""
"6540","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CL1UU""","R 6651 NE 21ST LN","6540 NE 21ST WAY",""
"6541","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CKY9U""","R 6600 NE 21ST TER","6541 NE 21ST WAY",""
"6551","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CL0HT""","R 6600 NE 21ST TER","6551 NE 21ST WAY",""
"6561","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CL63J""","R 6620 NE 21ST TER","6561 NE 21ST WAY",""
"6571","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CL1F4""","R 6620 NE 21ST TER","6571 NE 21ST WAY",""
"6601","NE 21ST WAY","FT L","33308","","","","","","","102460","=""00000CL1ZK""","R 6640 NE 21ST TER","6601 NE 21ST WAY",""
"6401","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CL6YP""","R 6411 NE 22ND AV","6401 NE 22ND AV",""
"6411","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CL0MN""","R 6411 NE 22ND AV","6411 NE 22ND AV",""
"6421","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CKVOI""","R 6431 NE 22ND AV","6421 NE 22ND AV",""
"6431","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CKY8H""","R 6431 NE 22ND AV","6431 NE 22ND AV",""
"6505","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CL1O3""","R 6505 NE 22ND AV","6505 NE 22ND AV",""
"6521","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CKWJ0""","R 6510 NE 22ND AV","6521 NE 22ND AV",""
"6531","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CKYYX""","R 6541 NE 22ND AV","6531 NE 22ND AV",""
"6541","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CL5C1""","R 6541 NE 22ND AV","6541 NE 22ND AV",""
"6551","NE 22ND AV","FT L","33308","","","","","","","102460","=""00000CL0QY""","R 6551 NE 22ND AV","6551 NE 22ND AV",""
"2061","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL00P""","R 2070 NE 65TH ST","2061 NE 64TH ST",""
"2071","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKWM9""","R 2070 NE 65TH ST","2071 NE 64TH ST",""
"2081","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL07O""","R 2090 NE 65TH ST","2081 NE 64TH ST",""
"2101","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKV8S""","R 2090 NE 65TH ST","2101 NE 64TH ST",""
"2105","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKWO0""","R 2100 NE 65TH ST","2105 NE 64TH ST",""
"2109","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKX3G""","R 2100 NE 65TH ST","2109 NE 64TH ST",""
"2113","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKW2L""","R 2112 NE 65TH ST","2113 NE 64TH ST",""
"2117","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKWYG""","R 2112 NE 65TH ST","2117 NE 64TH ST",""
"2121","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKW45""","R 2124 NE 65TH ST","2121 NE 64TH ST",""
"2125","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKYU6""","R 2124 NE 65TH ST","2125 NE 64TH ST",""
"2129","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL3LQ""","R 2138 NE 65TH ST","2129 NE 64TH ST",""
"2133","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKVRD""","R 2138 NE 65TH ST","2133 NE 64TH ST",""
"2137","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL0V0""","R 2142 NE 65TH ST","2137 NE 64TH ST",""
"2141","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL0AM""","R 2142 NE 65TH ST","2141 NE 64TH ST",""
"2145","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL0A2""","R 2150 NE 65TH ST","2145 NE 64TH ST",""
"2149","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKZIZ""","R 2150 NE 65TH ST","2149 NE 64TH ST",""
"2153","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL012""","R 2158 NE 65TH ST","2153 NE 64TH ST",""
"2157","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CL051""","R 2158 NE 65TH ST","2157 NE 64TH ST",""
"2161","NE 64TH ST","FT L","33308","","","","","","","102460","=""00000CKXI6""","R 2169 NE 65TH ST","2161 NE 64TH ST",""
"2130","NE 65TH CT","FT L","33308","","","","","","","102460","=""00000CKZRC""","R 2130 NE 65TH CT","2130 NE 65TH CT",""
"2140","NE 65TH CT","FT L","33308","","","","","","","102460","=""00000CKVLB""","R 2130 NE 65TH CT","2140 NE 65TH CT",""
"2145","NE 65TH CT","FT L","33308","","","","","","","102460","=""00000CKXPL""","R 6621 NE 21ST LN","2145 NE 65TH CT",""
"2150","NE 65TH CT","FT L","33308","","","","","","","102460","=""00000CL1XO""","R 2150 NE 65TH CT","2150 NE 65TH CT",""
"2160","NE 65TH CT","FT L","33308","","","","","","","102460","=""00000CKY6Y""","R 6521 NE 21ST LN","2160 NE 65TH CT",""
"2070","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKZ8M""","R 2070 NE 65TH ST","2070 NE 65TH ST",""
"2080","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKX03""","R 2070 NE 65TH ST","2080 NE 65TH ST",""
"2090","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKWO6""","R 2090 NE 65TH ST","2090 NE 65TH ST",""
"2096","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL82E""","R 2090 NE 65TH ST","2096 NE 65TH ST",""
"2100","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL5B2""","R 2100 NE 65TH ST","2100 NE 65TH ST",""
"2106","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKYYV""","R 2100 NE 65TH ST","2106 NE 65TH ST",""
"2112","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL5V6""","R 2112 NE 65TH ST","2112 NE 65TH ST",""
"2118","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL7G3""","R 2112 NE 65TH ST","2118 NE 65TH ST","Y"
"2124","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL162""","R 2124 NE 65TH ST","2124 NE 65TH ST",""
"2130","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL643""","R 2124 NE 65TH ST","2130 NE 65TH ST",""
"2134","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKYER""","R 2138 NE 65TH ST","2134 NE 65TH ST",""
"2138","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKYBA""","R 2138 NE 65TH ST","2138 NE 65TH ST",""
"2139","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKXDF""","R 2130 NE 65TH CT","2139 NE 65TH ST",""
"2142","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKVMA""","R 2142 NE 65TH ST","2142 NE 65TH ST",""
"2143","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL1HO""","R 2150 NE 65TH CT","2143 NE 65TH ST",""
"2146","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKX9C""","R 2142 NE 65TH ST","2146 NE 65TH ST",""
"2147","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKWX0""","R 6511 NE 21ST LN","2147 NE 65TH ST",""
"2150","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKWPY""","R 2150 NE 65TH ST","2150 NE 65TH ST",""
"2154","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CKVIO""","R 2150 NE 65TH ST","2154 NE 65TH ST",""
"2158","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL04Y""","R 2158 NE 65TH ST","2158 NE 65TH ST",""
"2162","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL6EG""","R 2169 NE 65TH ST","2162 NE 65TH ST",""
"2166","NE 65TH ST","FT L","33308","","","","","","","102460","=""00000CL95Z""","R 2169 NE 65TH ST","2166 NE 65TH ST",""
"2101","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKZ88""","R 2105 NE 67TH ST","2101 NE 67TH ST",""
"2105","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL01Y""","R 2105 NE 67TH ST","2105 NE 67TH ST",""
"2109","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL8B4""","R 2113 NE 67TH ST","2109 NE 67TH ST",""
"2113","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL9JR""","R 2113 NE 67TH ST","2113 NE 67TH ST",""
"2115","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKVAD""","R 2123 NE 67TH ST","2115 NE 67TH ST",""
"2122","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKZUT""","R 6640 NE 21ST TER","2122 NE 67TH ST",""
"2123","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CKY8A""","R 2123 NE 67TH ST","2123 NE 67TH ST",""
"2129","NE 67TH ST","FT L","33308","","","","","","","102460","=""00000CL1MG""","R 2133 NE 67TH ST","2129 NE 67TH ST",""
