House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"216","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 216 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5TEY""","=""M1051e4e5a0""","=""1DOR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"219","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 216 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5XRN""","=""D17310842d0""","=""1T3G5.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"220","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 216 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5XML""","=""M1051e4e0a2""","=""19OR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"221","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 215 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5XYP""","=""D173108406d""","=""1DM62.2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"224","ARDELLA CIR","GARDENDALE","35071","","","","","","","F 224 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5WYR""","=""M1051e4ef7d""","=""1LOR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"225","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 215 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5VDG""","=""M1051e4e595""","=""1DNR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"228","ARDELLA CIR","GARDENDALE","35071","","","","","","","F 224 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5Y5D""","=""M1051e4f982""","=""1TNR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"229","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 201 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5SXI""","=""M1051e4db7f""","=""15OR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"232","ARDELLA CIR","GARDENDALE","35071","","","","","","","R 201 ARDELLA CIR","3165","GRDLALNM","205631","=""00001B5YHU""","=""M1051e4f9c8""","=""1TTC.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"805","CARDINAL DR","GARDENDALE","35071","","","","","","","R 813 CARDINAL DR","3165","GRDLALNM","205631","=""00001B5RW3""","=""M1051e4dbb1""","=""15U43""","FTTN","Not Ready","FTTN","IP-RT","Dynamic","Y"
"808","CARDINAL DR","GARDENDALE","35071","","","","","","","R 745 GOLDENROD DR","3165","GRDLALNM","205631","=""00001B5V29""","=""M1051e4d758""","=""12FR2""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"813","CARDINAL DR","GARDENDALE","35071","","","","","","","R 813 CARDINAL DR","3165","GRDLALNM","205631","=""00001B5YQP""","=""M1051e4e993""","=""1GU43""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"200","CRISTA CIR","GARDENDALE","35071","","","","","","","R 200 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5ULK""","=""M1051e4e82f""","=""1FQR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"201","CRISTA CIR","GARDENDALE","35071","","","","","","","R 201 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5US7""","=""M1051e4f319""","=""1OLR3""","FTTN","Not Ready","FTTN","FTTN","Forced Green",""
"204","CRISTA CIR","GARDENDALE","35071","","","","","","","R 208 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5VKQ""","=""M1051e4ed26""","=""1JQR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"205","CRISTA CIR","GARDENDALE","35071","","","","","","","R 209 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5S8E""","=""M1051e4d684""","=""11PR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"208","CRISTA CIR","GARDENDALE","35071","","","","","","","R 208 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5TKR""","=""M1051e4f484""","=""1PNR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"209","CRISTA CIR","GARDENDALE","35071","","","","","","","R 209 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5WXA""","=""M1051e4f490""","=""1POR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"212","CRISTA CIR","GARDENDALE","35071","","","","","","","R 216 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5UVR""","=""M1051e4ef74""","=""1LNR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"213","CRISTA CIR","GARDENDALE","35071","","","","","","","R 213 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5XSZ""","=""M1051e4f49b""","=""1PPR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"216","CRISTA CIR","GARDENDALE","35071","","","","","","","R 216 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5YL2""","=""M1051e4f98f""","=""1TOR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"217","CRISTA CIR","GARDENDALE","35071","","","","","","","R 213 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5Y89""","=""M1051e4f724""","=""1RQR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"300","CRISTA CIR","GARDENDALE","35071","","","","","","","R 300I CRISTA CIR","3165","GRDLALNM","205631","=""00001B5VYJ""","=""M1051e4da3d""","=""14MR2""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"304","CRISTA CIR","GARDENDALE","35071","","","","","","","R 308 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5V5C""","=""M1051e4f567""","=""1QER3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"305","CRISTA CIR","GARDENDALE","35071","","","","","","","R 305 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5RXG""","=""M1051e4fc32""","=""1VQR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"308","CRISTA CIR","GARDENDALE","35071","","","","","","","R 308 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5WGK""","=""M1051e4d74f""","=""12ER3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"309","CRISTA CIR","GARDENDALE","35071","","","","","","","R 309 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5SVT""","=""M1051e4d690""","=""11QR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"315","CRISTA CIR","GARDENDALE","35071","","","","","","","R 308 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5YNQ""","=""M1051e4dc69""","=""16ER3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"317","CRISTA CIR","GARDENDALE","35071","","","","","","","S 317 CRISTA CIR","3165","GRDLALNM","205631","=""00001B5XZK""","=""M1051e4de1a""","=""17QR3""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"401","CULLMAN RD","GARDENDALE","35071","","","","","","","F 726 DOWNS AV","3165","GRDLALNM","205631","=""00001B5UDI""","=""M1051e4ea51""","=""1HIR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"404","CULLMAN RD","GARDENDALE","35071","","","","","","","F 800 DOWNS AV","3165","GRDLALNM","205631","=""00001B5TYE""","=""M1051e4da26""","=""14KR3""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic","Y"
"405","CULLMAN RD","GARDENDALE","35071","","","","","","","F 726 DOWNS AV","3165","GRDLALNM","205631","=""00001B5X63""","=""D173108432b""","=""1VFB1.2""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"408","CULLMAN RD","GARDENDALE","35071","","","","","","","F 820 DOWNS AV","3165","GRDLALNM","205631","=""00001B5WME""","=""D173108430d""","=""1UMS5.6""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"409","CULLMAN RD","GARDENDALE","35071","","","","","","","F 409 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5U9H""","=""M1051e4f11e""","=""1N353""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"412","CULLMAN RD","GARDENDALE","35071","","","","","","","F 409 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5VUA""","=""M1051e4dd30""","=""17353""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"413","CULLMAN RD","GARDENDALE","35071","","","","","","","F 409 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5X5Y""","=""D1731083ee4""","=""13PA8.1""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"415","CULLMAN RD","GARDENDALE","35071","","","","","","","F 423 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5T4F""","=""M1051e4d98b""","=""14553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"416","CULLMAN RD","GARDENDALE","35071","","","","","","","F 423 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5T44""","=""M1051e4d49f""","=""10553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"419","CULLMAN RD","GARDENDALE","35071","","","","","","","F 423 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5YJ7""","=""D173108431d""","=""1UVM1.4""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"420","CULLMAN RD","GARDENDALE","35071","","","","","","","F 423 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5TPF""","=""M1051e4e9be""","=""1H353""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"423","CULLMAN RD","GARDENDALE","35071","","","","","","","F 423 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5WS7""","=""M1051e4d82c""","=""13353""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"424","CULLMAN RD","GARDENDALE","35071","","","","","","","F 429 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5WRA""","=""M1051e4f5d5""","=""1QP63.9""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"427","CULLMAN RD","GARDENDALE","35071","","","","","","","F 423 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5WL2""","=""D17310842ce""","=""1T2S9.8""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"428","CULLMAN RD","GARDENDALE","35071","","","","","","","F 429 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5TSV""","=""M1051e4f272""","=""1O553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"429","CULLMAN RD","GARDENDALE","35071","","","","","","","F 429 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5SWU""","=""M1051e4fb4b""","=""1V253""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"432","CULLMAN RD","GARDENDALE","35071","","","","","","","F 429 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5YJ6""","=""D17310840d5""","=""1G8O3.1""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"433","CULLMAN RD","GARDENDALE","35071","","","","","","","F 437 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5S30""","=""M1051e4e889""","=""1G553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"436","CULLMAN RD","GARDENDALE","35071","","","","","","","F 437 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5T5H""","=""M1051e4e3b0""","=""1C553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"437","CULLMAN RD","GARDENDALE","35071","","","","","","","F 437 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5SC4""","=""M1051e4ed80""","=""1K553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"440","CULLMAN RD","GARDENDALE","35071","","","","","","","F 445 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5WJR""","=""M1051e4de88""","=""18553""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"441","CULLMAN RD","GARDENDALE","35071","","","","","","","F 445 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5SBA""","=""M1051e4df45""","=""18MR2""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"445","CULLMAN RD","GARDENDALE","35071","","","","","","","F 445 CULLMAN RD","3165","GRDLALNM","205631","=""00001B5Y4I""","=""M1051e4e4ea""","=""1D353""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"400","DEAN DR","GARDENDALE","35071","UNIT","120-B","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00010YADRB""","=""N174393b854a""","=""11AS9.M""","FTTN","Not Ready","FTTN","","",""
"402","DEAN DR","GARDENDALE","35071","UNIT","302-B","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5WMD""","=""D1731084064""","=""1DG4.7""","FTTN","Not Ready","FTTN","","",""
"402","DEAN DR","GARDENDALE","35071","UNIT","308","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5XRA""","=""D1731084322""","=""1V6N2.I""","FTTN","Not Ready","FTTN","","",""
"417","DEAN DR","GARDENDALE","35071","UNIT","21","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5YJ0""","=""D1731083f9f""","=""18DO9.B""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","07","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001HVBKC""","=""N14f54ca8e09""","=""1DT52.4""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","08","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""000024ZZ4J""","=""N1526db6c107""","=""1LBI3.2""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","101","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VQ2""","=""M1051e4fa8a""","=""1UHI2.3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","102-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SOP""","=""M1051e4f5ac""","=""1QM37.E""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","102-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5V8K""","=""M1051e4ea97""","=""1HPC4.O""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","APT","102B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5V8K""","=""N15cfd2a7c01""","=""19B71.1""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","103","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5Y30""","=""M1051e4d891""","=""13E53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","104-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WGS""","=""M1051e4ebc1""","=""1IN85.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","104-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SI2""","=""N1248a234b37""","=""1IH72.I""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","105","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5RZI""","=""M1051e4e40a""","=""1CE53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","106","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""000102HLND""","=""N15afa2e4345""","=""1T871.2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","106-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5S6K""","=""M1051e4ee47""","=""1KPG5.L""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","108","","","","","I 420I DEAN LN GARDENDALE NURSING HOME","3165","GRDLALNM","205631","=""00001B5Y79""","=""N1248a234b7b""","=""138C5.O""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","108-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VTH""","=""N1248a234c2e""","=""1KUR4.3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","109","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5XYD""","=""M1051e4d889""","=""13DC4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","11","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5U5H""","=""N144fd7512a6""","=""1P7V1.L""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","110-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SL3""","=""N1248a234c36""","=""1HV83.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","110-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5W9N""","=""M1051e4eae8""","=""1I2R3.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","111","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5YLZ""","=""M1051e4dfef""","=""19632.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","112","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5Y4F""","=""M1051e4d66c""","=""11MR2.5""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","112-A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5TPS""","=""N13c8d4c4941""","=""12GO7.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","112A","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5TPS""","=""N13b0da6702e""","=""1L104.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","112B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5SRS""","=""N13bc1e503ab""","=""1NT45.6""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","113","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5Y8W""","=""M1051e4e7a9""","=""1FCR3""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","113-W","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WZP""","=""M1051e4efa9""","=""1LTJ4.9""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","114","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TX6""","=""M1051e4fa17""","=""1U5S2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","114-A","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5X2V""","=""M1051e4f3ff""","=""1PC24.G""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","115","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5W6A""","=""M1051e4fbf8""","=""1VLC7.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","116","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5UH6""","=""M1051e4dd97""","=""17D53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","117","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5U5S""","=""N1346a0aaf1b""","=""16L71.I""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","117-A","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5WYC""","=""M1051e4f9b9""","=""1TSK.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","117-B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5S51""","=""N139a4f257f5""","=""1MLI3.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","117B","","","","","I 420 DEAN LN EQUIP RM","3165","GRDLALNM","205631","=""00001B5S51""","=""N1248a234ace""","=""1IRV2.4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","APT","118-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5X2F""","=""M1051e4f5e3""","=""1QQ25""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","118-B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5XPO""","=""M1051e4dde9""","=""17LI4.M""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","119","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5S1N""","=""M1051e4de96""","=""186S2""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","119-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5WHC""","=""M1585f17031""","=""18PV7.T""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","119-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VI1""","=""M1051e4f8ce""","=""1T485.A""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","12","","","","","I 424 DEAN LN","3165","GRDLALNM","205631","=""00001B5XYM""","=""D1731084191""","=""1KNG7.2""","FTTN","Not Ready","FTTN","IP-RT","Dynamic",""
"420","DEAN DR","GARDENDALE","35071","RM","120","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SW7""","=""M1051e4e507""","=""1D8H5.F""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","120-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5VE7""","=""N1248a234a2b""","=""1AK87""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","120-B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5YIT""","=""N1248a2349ff""","=""1HE24.C""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","121-A","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5VZ6""","=""M1051e4fb20""","=""1UUD1.Q""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","UNIT","122-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5TTC""","=""M1051e4f11d""","=""1N335.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","122-B","","","","","420 DEAN LN WEST WING ROOMS 101-129","3165","GRDLALNM","205631","=""00001B5SBM""","=""M1051e4e2ba""","=""1BD53""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","123-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5T7P""","=""M1585f172b9""","=""1CV37.1""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","123-B","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SJA""","=""M1051e4f372""","=""1OTF4""","FTTN","Not Ready","FTTN","","",""
"420","DEAN DR","GARDENDALE","35071","RM","124-A","","","","","420 DEAN LN EAST WING ROOMS 201-229","3165","GRDLALNM","205631","=""00001B5SX2""","=""M1051e4f5bb""","=""1QNC.9""","FTTN","Not Ready","FTTN","","",""
